category_id	title	availability	group_type	descript	notes
263	Genotypes	0	1	Genome-wide genetic data is available for 488,000 UK Biobank participants. <p> Genotype calling was performed by Affymetrix (now part of ThermoFisher Scientific) on two closely related purpose-designed arrays. ~50,000 participants were run on the UK BiLEVE Axiom array (~R149600~) and the remaining ~450,000 were run on the UK Biobank Axiom array (~R149601~). The dataset combines results from both arrays (see ~F22000~) and there are 805,426 markers in the released genotype data. The positions of markers in the data are in GRCh37 coordinates. It was not possible to assay genotypes for some participants (~3%) as sufficient DNA could not be extracted from their blood samples. <p> The genotype data were quality controlled (QC). In addition the dataset was phased and ~96M genotypes were imputed using computationally efficient methods combined with the Haplotype Reference Consortium and UK10K haplotype resources. Classical allelic variations at eleven HLA genes were imputed. Information from the QC pipeline, such as array, and important genetic properties of the data such as population structure and relatedness are available. <p>Details of these analyses, and the methods used to derive other data such as imputation and haplotypes, is given in: <br> Bycroft et al, "The UK Biobank resource with deep phenotyping and genomic data", <a class="basic" href="https://doi.org/10.1038/s41586-018-0579-z">Nature, 562, pp 203-209 (2018)</a>, which Researchers using this data are asked to cite (~R530~). <p> The types of genetic data available are <ul> <li>Genotypes</li> <li>SNP and Sample QC information</li> <li>Imputed Genotypes</li> <li>Phased haplotypes</li> <li>Imputed classical HLA types</li> <li>Genotype intensities</li> <li>Genotype confidences</li> <li>Genotype SNP-posteriors</li> <li>Genotype B-allele-frequency and Log2Ratio</li> <li>Array definition files</li> </ul> <p> <i> <b>There was a problem with Version 2 of the Imputed Genotypes data - please ensure you are using Version 3. See ~L100319~ for details. </b> </i> <p>Please note that most of the fields in ~L100315~, ~L100319~ and ~L100035~ are indicators showing the availability of data. Researchers must use the gfetch client (available from the Downloads section, instructions for use in ~R668~) to access the actual underlying genomic data or download them from the European Genome-phenome Archive (EGA).	The genetic data is split across a considerable number of files, described further in the various sub-categories, and a summary is given below. Details of the file formats are given in ~R531~. <p> <table border class="wrapper"> <tr><th>Data type</th><th>Class</th><th>Filename(s)</th><th>How to obtain</th></tr> <tr><td>Calls BED</td><td>Anon</td><td>ukb_cal_chrN_vZ.bed</td><td>gfetch 22418</td></tr> <tr><td>Calls BIM</td><td>Anon</td><td>ukb_snp_chrN_vZ.bim</td><td>~R1963~ ukb_snp_bim.tar</td> <tr> <tr><td>Calls FAM</td><td>Link</td><td>ukbA_cal_chrN_vZ_sP.fam</td><td>gfetch 22418 -m</td></tr> <tr><td>Marker-QC</td><td>Static</td><td>ukb_snp_qc.txt</td><td>~R1955~ ukb_snp_qc.txt</td></tr> <tr><td>Sample-QC</td><td>Anon</td><td>ukb_sqc_vZ.txt</td><td>Standard fields in ~L100313~</td></tr> <tr><td>Relatedness</td><td>Link</td><td>ukbA_rel_sP.txt</td><td>gfetch rel</td></tr> <tr><td>Imputation BGEN</td><td>Anon</td><td>ukb_imp_chrN_vZ.bgen</td><td>gfetch 22828</td></tr> <tr><td>Imputation BGI</td><td>Anon</td><td>ukb_bgi_chrN_vZ.bgi</td><td>~R1965~ ukb_imp_bgi.tar</td></tr> <tr><td>Imputation MAF+info</td><td>Anon</td><td>ukb_mfi_chrN_vZ.txt</td><td>~R1967~ ukb_imp_mfi.tar</td></tr> <tr><td>Imputation sample</td><td>Link</td><td>ukbA_imp_chrN_vZ_sP.sample</td><td>gfetch 22828 -m</td></tr> <tr><td>Haplotypes BGEN</td><td>Anon</td><td>ukb_hap_chrN_vZ.bgen</td><td>gfetch 22438</td></tr> <tr><td>Haplotypes BGI</td><td>Anon</td><td>ukb_hbg_chrN_vZ.bgi</td><td>~R1671~ ukb_hap_bgi.tar</td></tr> <tr><td>HLA Imputation</td><td>Anon</td><td>ukb_hla_vZ.txt</td><td>~F22182~</td></tr> <tr><td>Intensity</td><td>Anon</td><td>ukb_int_chrN_vZ.bin</td><td>gfetch 22430</td></tr> <tr><td>Confidences</td><td>Anon</td><td>ukb_con_chrN_vZ.txt</td><td>gfetch 22419</td></tr> <tr><td>CNV log2r</td><td>Anon</td><td>ukb_l2r_chrN_vZ.txt</td><td>gfetch 22431</td></tr> <tr><td>CNV baf</td><td>Anon</td><td>ukb_baf_chrN_vZ.txt</td><td>gfetch 22437</td></tr> <tr><td>SNP-posterior</td><td>Static</td><td>ukb_snp_posterior_chrN.bin</td><td>~R1817~ ukb_ snp_posterior.tar</td></tr> <tr><td>SNP-posterior X BIM</td><td>Static</td><td>ukb_snp_posterior_chrX_haploid.bim</td><td>~R1817~</td></tr> <tr><td>Batch</td><td>Static</td><td>ukb_snp_posterior.batch</td><td>~R1968~ ukb_snp_posterior.batch</td></tr> </table> <ul> <li>The Class of a file encompasses the nature of the data within it and the update strategy, see ~R532~ for full details.</li> <li>References to gfetch refer to a utility program available on the Showcase website.</li> <li>In file names <ul> <li>A = application ID (integer);</li> <li>N = chromosome = 1,...,22,X,Y,XY,MT;</li> <li>Z = version of dataset;</li> <li>P = number of linked samples (i.e.currently consenting participants) in dataset.</li> </ul> </ul> For detailed information on the factors affecting dataset versioning (Z and P) and how to keep the dataset contents and associated resources up to date see ~R668~. <p> A linux shell-script that will automate downloading the Resources is given in ~R534~. <p> A linux shell-script that will assist with downloading the bulk files is given in ~R533~.
264	Genetically deduced phenotypes	0	1	Genetically deduced phenotypes	
265	Telomeres	0	1	The telomere measures were performed in the laboratory of Dr Veryan Codd and Professor Nilesh J. Samani at the University of Leicester, UK. Full details of the methodology used to measure telomere length, including technical adjustments, can be found in Codd, V. et al.	
347	Cardiac monitoring	0	1	Cardiac monitoring	
501	Matrix pattern completion	0	1	The participant was presented with a series of matrix pattern blocks with an element missing and asked to select the element that best completed the pattern from a range of displayed choices. <p> This test was introduced in 2016 at the Imaging Clinics.	
502	Symbol digit substitution	0	1	The participant was presented with one grid linking symbols to single-digit integers and a second grid containing only the symbols. They were then asked to indicate the numbers attached to each of the symbols in the second grid using the first one as a key. <p> This test was introduced in 2016 at the Imaging Clinics. <p> This measure was also performed online in ~L122~.	
503	Tower rearranging	0	1	The participant was presented with an illustration of three pegs (towers) on which three differently-coloured hoops had been placed. The were then asked to indicate how many moves it would take to re-arrange the hoops into another specific position. <p> This test was introduced in 2016 at the Imaging Clinics.	Participants were presented with a series of challenges. The actual image presented varied however the challenges were always presented so as to preserve the same order of difficulty, with the correct answers (in order) being: <br> 1, 3, 2, 1, 4, 2, 5, 2, 2, 3, 1, 5, 4, 4, 5, 4, 1, 5
504	Picture vocabulary	0	1	The participant was presented with a series of sets of four pictures accompanied by a word and asked to indicate which image in the set was most closely related to the word displayed. The test varies the difficulty of each subsequent word/picture group according to the correctness of the previous answers, aiming to home-in on a best-estimate of the participants vocabulary level. <p> This test was introduced in 2016 at the Imaging Clinics.	
505	Trail making	0	1	The participant was presented with sets of digits/letters in circles scattered around the screen and asked to click on them sequentially according to a specific algorithm. <p> This test was introduced in 2016 at the Imaging Clinics. <p> This measure was also performed online in ~L121~.	
506	Paired associate learning	0	1	In the paired associate learning test the participants were shown 12 pairs of words (for 30 seconds in total) then, after an interval (in which they did a different test), presented with the first word of 10 of these pairs and asked to select the matching second word from a choice of 4 alternatives. <br> The words were presented in the order: huge, happy, tattered, old, long, red, sulking, pretty, tiny and new.	
701	Socio-demographics	0	2	Socio-demographics	
704	Lifestyle	0	2	Lifestyle	
705	Family history	0	2	Family history	
706	Physical measures	0	2	Physical measures	
708	Early life and reproductive factors	0	2	Reproductive factors	
709	Cognitive function	0	2	Cognitive function	
711	Geographical measures	0	2	Geographical measures	
713	Health outcomes	0	2	Health records: death, cancer and summary hospital data	
715	Imaging measures 	0	2	Imaging measures 	
716	Genotype results, process and QC	0	2	Genotype results, process and QC	
717	Biomarkers	0	2	Biomarkers	
718	Procedural metrics	0	2	Procedural metrics	
720	Brain MRI scans	0	3	Brain MRI scans	
721	Cardiac MRI scans	0	3	Cardiac MRI scans	
722	Abdominal MRI scans	0	3	Abdominal MRI scans	
723	DXA images	0	3	DXA images	
724	Carotid ultrasound images	0	3	Carotid ultrasound images	
725	OCT scans	0	3	OCT scans	
726	ECG and cardiac monitor	0	3	ECG and cardiac monitor	
727	Acceleromoter data	0	3	Acceleromoter data	
728	Genome sequencing	0	3	Genome sequencing	
998	Self-test antibody study	0	1	The data-fields in this category relate to the COVID-19 test results and self-reported vaccination dates of participants who took part in the coronavirus self-test antibody study.	
999	Coronavirus COVID-19	0	1	The items within this category are being made available as a temporary measure to assist researchers who are engaged in work related to COVID-19. <p> Because of the urgency of the situation researchers who have already been Approved for data access by UK Biobank may register to receive this data as part of an existing Approved Application by logging on to the AMS and using a special Registration button available within the Data tab of the Project page. The data will be made available via the Data Portal and regular update emails sent to reseachers who have registered for it. <p> All research outputs that use these special datasets should be sent to UK Biobank prior to public release, so that we are fully aware of any media interest. <p> Researchers wishing to use this data who are not already registered with UK Biobank should apply in the normal way via the main UK Biobank website at ~Ehttps://www.ukbiobank.ac.uk/~.	
1001	Primary demographics	0	0	Main demographic fields likely to be of interest to researchers	
1002	Early life	0	0	Main early-life fields likely to be of interest to researchers	
1003	Self-reported medical conditions	0	0	Main self-reported medical condition fields likely to be of interest to researchers	
1004	Diet and alcohol summary	0	0	Main diet fields likely to be of interest to researchers	
1005	Cognitive function summary	0	0	Main cognitive function fields likely to be of interest to researchers	
1006	Physical measure summary	0	0	Main physical measurement fields likely to be of interest to researchers	
1007	Education and employment	0	0	Education and occupation fields	
1008	Physical activity measurement	0	1	Physical activity measurement recorded via a wrist-worn accelerometer.<p>Main data collection (for 100,000 participants) was between June 2013 and January 2016. In 2018, a subset of participants was asked to repeat the exercise up to four times each on a quarterly basis to examine the influence of seasonal effects on the measurements. These seasonal repeats are currently ongoing. <p> Additional information is given in ~R169649~.	
1009	Acceleration averages	0	1	Average accelerations measured during wearing of activity monitor. Note that the device truncated any values exceeding +/- 8 gravitites.	
1010	Acceleration intensity distribution	0	1	Measurements of the time during which acceleration was at or below various threshold values.	
1011	Accelerometer wear time duration	0	1	Estimates of the amount of time (duration) participants spent wearing the accelerometer device.	
1012	Accelerometer calibration	0	1	Accelerometer calibration metrics.	
1013	Raw accelerometer statistics	0	1	Raw accelerometer statistics	
1014	Brain MRI	0	0	Main brain MRI fields likely to be of interest to researchers.	
1015	Heart MRI	0	0	Main heart MRI fields likely to be of interest to researchers.	
1016	Main abdominal MRI fields likely to be of interest to researchers.	0	0	Abdominal MRI	
1017	Genomics	0	0	Main genomics fields likely to be of interest to researchers.	
1018	Mental health	0	0	Main mental health fields likely to be of interest to researchers.	
1019	Linked health outcomes	0	0	Main linked health outcomes fields likely to be of interest to researchers.	
1039	Food (and other) preferences	0	1	Food (and other) preferences	
1101	Regional grey matter volumes (FAST)	0	1	Regional grey matter volumes (FAST)	
1102	Subcortical volumes (FIRST)	0	1	Subcortical volumes (FIRST	
1307	Infectious Disease Antigens	0	1	Measured levels of antigens for selected infectious diseases.	
1712	First occurrences	0	1	This category contains data showing the 'first occurrence' of any code mapped to 3-character ICD-10. <br> <br>The data-fields have been generated by mapping: <ul> <li>Read code information in the Primary Care data (~L3000~), </li> <li>ICD-9 and ICD-10 codes in the Hospital inpatient data (~L2000~), </li> <li>ICD-10 codes in Death Register records (~F40001~, ~F40002~), and </li> <li>Self-reported medical condition codes (~F20002~) reported at the baseline or subsequent UK Biobank assessment centre visit</li> </ul> to 3-character ICD-10 codes. <br> <br> For each code two data-fields are available: <ul> <li> the date the code was first recorded across any of the sources listed above</li> <li> the source where the code was first recorded, and information on whether the code was recorded in at least one other source subsequently </li> </ul> The data-fields are grouped by ICD-10 chapter in sub-categories 2401-2417. <br> <br> Details of the mapping process, construction of these variables and caveats related to their use can be found in ~R593~.	Preparation of these values involved codes from several classification schemes mapped to 3-character ICD10. For details of the mappings used see ~C609~, ~C1834~, ~C1835~ and ~C1836~.
2000	Hospital inpatient	0	1	This category contains data on hospital inpatient admissions, obtained through linkage to external data providers. Inpatients are defined as persons who are admitted to hospital and occupy a hospital bed. This includes both admissions where an overnight stay is planned and day cases. <br> <p>Hospital inpatient data are available to researchers in two formats: summary and record-level. Detailed explanations of the how the data was collected and the data formats available can be found in the Resources tab below, in particular in the overview of the Inpatient data (~R138483~) and the Hospital Inpatient Data Dictionary (~R141140~). <br> <br> <br> <b>Summary fields - Diagnoses & Operations</b> <br> <p>UK Biobank has created summary fields based on the record-level data that provide the first date of any given diagnosis or operation code appearing in each participant's inpatient record. <p>For diagnoses, there are separate fields for each of ICD-9 & ICD-10 and for both the main diagnosis position and for either main or secondary position. (See ~L2002~ below.) <p>There are similar fields for operations/procedures, for each of OPCS-3 and OPCS-4, both for the main procedure position or any position in the data. (See ~L2005~ below.) <p>For projects needing only information about diagnoses and operations/procedures and their first known occurrence dates these Summary fields should be sufficient and are simpler to work with than the record-level data. <br> <br> <br> <b>Other Summary fields</b> <br> <p>There are also other summary fields relating to administration, maternity and psychiatry (~L2001~, ~L2003~ and ~L2004~ respectively) with each summary field providing an overview of the amount and type of data stored across all inpatient records for that data field for each participant. <p>These summary fields are not, of themselves, particularly useful for research purposes, but are provided to illustrate the quantity and type of data available in the corresponding record-level tables via the Data Portal. <br> <br> <br> <b>Record-level inpatient data</b> <br> <p>A rawer form of the data is available, which consists of seven interrelated database tables: HESIN, HESIN_DIAG, HESIN_OPER, HESIN_CRITICAL, HESIN_PSYCH, HESIN_MATERNITY and HESIN_DELIVERY. These are explained in detail in the overview of the Inpatient data (~R138483~) and the Hospital Inpatient Data Dictionary (~R141140~) below. <p>Due to its size and complexity the record-level inpatient data is accessed via the online Data Portal (via a project's Download page). Access is granted to each table by adding the appropriate field from ~L2006~ to a researcher basket. <br> <br> <b>Future updates</b> <br> <br>Please note that the new inpatient data made available at the July 2020 update can only be accessed via the tables on the Data Portal at the moment. This is to enable researchers to access new data as soon as it is made available without having to wait for a basket to be refreshed. Please see ~XCOVID19_availability~here~ for details. <br> <br>We plan to update data-fields in ~L2000~ at a future Showcase update.	This data is large and complex and we advise you to read the explanatory documentation provided in the Additional Resources tab for details on how these data are presented and made accessible. The <a class="basic" href="/crystal/exinfo.cgi">Essential Information</a> section presents summaries regarding the extent of data that is currently available, in the form of tabulations of the number of participants with one or more admissions for selected incident outcomes, and direct links to these are given below: <p> <ul> <li><a class="basic" href="/crystal/exinfo.cgi?src=ICD_xtab_by_diag">Position of diagnosis code</a></li> <li><a class="basic" href="/crystal/exinfo.cgi?src=ICD_xtab_by_year_rec">Year of recruitment</a></li> <li><a class="basic" href="/crystal/exinfo.cgi?src=ICD_xtab_by_sex">Sex</a></li> <li><a class="basic" href="/crystal/exinfo.cgi?src=ICD_xtab_by_age">Age at diagnosis</a></li> <li><a class="basic" href="/crystal/exinfo.cgi?src=ICD_xtab_by_year_diag">Year of diagnosis</a></li> <li><a class="basic" href="/crystal/exinfo.cgi?src=ICD_xtab_by_ethnic">Ethnic group</a></li> </ul> <p> This data does not take into account information from participant self-report or other linked sources of data such as hospital outpatient records or primary care data. As such, outcomes not resulting in hospital admission are not captured by these data. Both because of this, and because UK Biobank participants are not representative of the general UK population, these numbers should not be regarded as estimates of disease rates in the UK population. <p> The conditions highlighted here are chosen based on their likely research interest and impact on public health and/or because they are the most common. In-patient data on cancer outcomes are not listed here because more complete data on cancer registrations is provided from linkage to cancer registry data (~L100092~). <p>The accuracy of the codes has not been checked in detail and UK Biobank's Outcomes Working group is currently working to adjudicate the most common outcomes. Please see ~L42~ for further details of these. <p> Information about the temporal coverage of the in-patient data from each data provider, along with suggested censoring dates can be found at: http://biobank.ctsu.ox.ac.uk/showcase/exinfo.cgi?src=Data_providers_and_dates
2001	Summary Administration	0	1	This category contains summary fields relating to hospital admissions and discharges, including dates and other administrative aspects of the admission. Each data-field lists for each participant all the distinct values for that data-field in the hospital inpatient data. <p>These fields are supplied as part of a main UK Biobank dataset. <p>To conduct detailed analyses of these aspects of the hospital inpatient data, researchers will require access to the record-level data in ~L2006~.	
2002	Summary Diagnoses	0	1	This category contains summary fields relating to diagnoses made during hospital inpatient admissions. The diagnosis data-fields list, for each participant, all the distinct values for that data-field in the inpatient data, including main and secondary diagnoses, coded according to the International Classification of Diseases (ICD-9 & ICD-10). <p> Most data-fields in this category have a corresponding field showing the date each diagnosis code was first recorded in the inpatient data. The date given is the episode start date (the EPISTART field on the HESIN table) or, if this was missing, the admission date (the ADMIDATE field on the HESIN table). <p>These fields are supplied as part of a main UK Biobank dataset. <p>See the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields and the record-level tables from which they are derived.	
2003	Summary Maternity	0	1	This category contains summary fields relating to maternity-related admissions. Each data-field lists for each participant all the distinct values for that data-field in the inpatient data. Fields in this category are only available for inpatient admissions in England. <p>These fields are supplied as part of a main UK Biobank dataset. <p>To conduct detailed analyses of these aspects of the hospital inpatient data, researchers will require access to the record-level data in ~L2006~.	
2004	Summary Psychiatric	0	1	This category contains summary fields relating to psychiatric admissions. Each data-field lists for each participant all the distinct values for that data-field in the inpatient data. Fields in this category are only available for inpatient admissions in England. <p>These fields are supplied as part of a main UK Biobank dataset. <p>To conduct detailed analyses of these aspects of the hospital inpatient data, researchers will require access to the record-level data in ~L2006~.	
2005	Summary Operations	0	1	This category contains summary fields relating to operations and procedures performed during hospital inpatient admissions. The operations/procedures data-fields list for each participant all the distinct values for that data-field in the inpatient data coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures (OPCS-3 & OPCS-4). <p>Most data-fields in this category have a corresponding field showing the date each code was first recorded in the inpatient data. Please note that we have opted to populate this data-field with the episode start date (EPISTART in the HESIN table) or, if that was missing, the admission start date (ADMIDATE in the HESIN table) rather than use the operation date (OPDATE in the HESIN_OPER table). The rationale for this was: <ul> <li>around 1 in 5 primary procedures lacked a corresponding value for OPDATE in HESIN_OPER;</li> <br> <li>some recorded OPDATEs were inconsistent with the other date fields such as EPISTART, ADMIDATE, EPIEND and DISDATE (most likely due to data entry errors);</li> <br> <li>for those episodes with a value for OPDATE recorded the majority were the same as the value of EPISTART, with around 99% of OPDATE values within 7 days of the value of EPISTART;</li> <br> <li>values of EPISTART/ADMIDATE are more complete and thus may provide greater consistency across data providers.</li> </ul> <p>These fields are supplied as part of a main UK Biobank dataset. <p>See the Operations tab of the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields.	
2006	Record-level access	0	1	The record-level hospital inpatient data consists of seven interrelated database tables: HESIN, HESIN_DIAG, HESIN_OPER, HESIN_CRITICAL, HESIN_PSYCH, HESIN_MATERNITY and HESIN_DELIVERY. These are explained in detail in the overview of the Inpatient data (~R138483~) and the Hospital Inpatient Data Dictionary (~R141140~) located in the Resources tab of ~L2000~. <p>Due to its size and complexity the record-level inpatient data is accessed via the online Data Portal (via a project's Download page). Access is granted on a table-by-table basis. To gain access to a record-level table, add the relevant field to a basket and access will be granted when the data release is approved. For example, adding ~F41259~ (Records in HES inpatient main dataset) to a researcher basket will provide access to the table HESIN (the main table regarding inpatient admissions). <p>Fields from within this category will also appear in the standard UK Biobank dataset, however these will simply consist of counts of the number of rows within the relevant table for each participant.	
2384	XNAT image package	0	99	XNAT (http://www.xnat.org) is a user-friendly management tool designed to facilitate access to, and analysis of, images and associated phenotype data. <p> A bespoke customised version has been developed by DPUK which includes an adapter for accessing images stored in the UK Biobank image store. This tool provides an intuitive user interface to access and to develop and run analysis pipelines against the image data available at UK Biobank (subject to user being an approved UK Biobank Applicant). Access to the XNAT Data Management tool (which is not part of UK Biobank) can be requested via the URL https://ukbiobank.dpuk.org/ <p> This category groups together a set of demographics and image fields that are a pre-requisite when using the XNAT data management tool. <p>Note that ~F20216~ (T1 structural brain images - DICOM) is suitable for XNAT also, but due to the ~Hsensitive~sensitive~ nature of this field it will only be supplied to researchers when absolutely necessary and is therefore not included in this category (it can however be requested if appropriate justification is given). The NIFTI alternative ~F20252~ is however included.	
2401	Certain infectious and parasitic diseases	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter I Certain infectious and parasitic diseases.	
2403	Blood, blood-forming organs and certain immune disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism.	
2404	Endocrine, nutritional and metabolic diseases	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter IV Endocrine, nutritional and metabolic diseases.	
2405	Mental and behavioural disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter V Mental and behavioural disorders.	
2406	Nervous system disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter VI Diseases of the nervous system.	
2407	Eye and adnexa disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter VII Diseases of the eye and adnexa.	
2408	Ear and mastoid process disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter VIII Diseases of the ear and mastoid process.	
2409	Circulatory system disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter IX Diseases of the circulatory system.	
2410	Respiratory system disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter X Diseases of the respiratory system.	
2411	Digestive system disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XI Diseases of the digestive system.	
2412	Skin and subcutaneous tissue disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XII Diseases of the skin and subcutaneous tissue.	
2413	Musculoskeletal system and connective tissue disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XIII Diseases of the musculoskeletal system and connective tissue.	
2414	Genitourinary system disorders	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XIV Diseases of the genitourinary system.	
2415	Pregnancy, childbirth and the puerperium	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XV Pregnancy, childbirth and the puerperium.	
2416	Certain conditions originating in the perinatal period	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XVI Certain conditions originating in the perinatal period.	
2417	Congenital disruptions and chromosomal abnormalities	0	1	First reported occurrences of conditions falling within the ICD10 classification Chapter XVII Congenital malformations, deformations and chromosomal abnormalities.	
3000	Primary care	0	1	This category contains data on primary care data recorded by health professionals working at general practices. <br> <br>This interim release contains data for approximately 45% of the UK Biobank cohort. <br> <br>The data are being released in a raw format so we strongly recommend you read ~R591~ before using these data so you can use and interpret the data appropriately. Information on codes used in the primary care data can be found in ~R592~.	
3001	Record-level access	0	1	The fields in this category grant access to the primary care records that are made available via the Data Portal. Separate tables are provided for clinical events, prescriptions and registrations. <br> <br> To access the primary care data please add the fields you require to a basket. <br><br>The data are being released in a raw format so we strongly recommend you read ~R591~ before using these data so you can use and interpret the data appropriately. Information on codes used in the primary care data can be found in ~R592~. <br> <br> If you select these data-fields your main dataset will include columns that will indicate the number of primary care records that are available for each participant.	
9081	Blood count processing	0	1	Blood count processing metrics.	
17518	Blood biochemistry	0	1	A range of key biochemistry markers were measured in the blood sample collected at recruitment (for all 500,000 participants) and at repeat assessment approx. 5 years later (for 20,000 participants). The biomarkers were selected for analysis because they represent established risk factors for disease, are established diagnostic measures, or characterised phenotypes not otherwise well assessed and are feasible to measure at scale.	
18518	Blood biochemistry processing	0	1	Blood biochemistry processing metrics.	
51428	Infectious Diseases	0	1	Infectious Diseases	
100000	Assessment Centre	0	1	This category contains information that was collected at the Assessment Centre, and is divided into sub-categories based on the type of assessment that was performed (i.e. touchscreen, verbal interview, physical measures, biological sampling).	
100001	Biological sampling	0	1	This category contains information on whether the biological sample was taken during at Assessment Centre, and is subdivided into categories based on the type of biological sample. Data on the amount of biological material available and their assay results can be found in categories of 'Sample Inventory' and 'Assay Results', respectively.	
100002	Blood sample collection	0	1	This category contains data on whether blood samples were taken at the Assessment Centre and if not, the reason why not, and fasting time before sample collection.	
100003	Imaging	0	1	This category contains information from imaging measurements done at the Assessment Centre and is divided into sub-categories based on the type of measure performed. <p>All Covid19 repeat imaging data is released under instance 3.	
100004	Procedural metrics	0	1	This category contains information related to the Assessment Centre systems and procedures.	
100005	Pilot assessment	0	99	The first Assessment Centre opened by UK Biobank (Cheadle, 2006) is known as the Pilot centre. The results from it were used to refine the design of the questionnaires and measurement techniques for the subsequent centres. As a consequence of this refinement process some of the questions and tests used in the Pilot were superceded and do not appear in the results from the later centres. Approximately 3600 people attended the Pilot centre.	
100006	Physical measures	0	1	This category contains information from physical measurements done at the Assessment Centre and is divided into sub-categories based on the type of physical measure performed.	
100007	Arterial stiffness	0	1	This category contains data on arterial stiffness (vascular reactivity) using the pulse waveform obtained at the finger with an infra-red sensor (PulseTrace PCA2, CareFusion, USA). The shape of the volume waveform in the finger is directly related to the time it takes for the pulse waves to travel through the arterial tree in the lower body, and to be reflected back to the finger. The time between peaks of the waveform (the peak-to-peak time; PPT) is divided into the person's height to obtain the Stiffness Index (SI). Blood pressure was also recorded. Measurement is made by clipping the device to a finger; the reading is made over 10-15 seconds. These measures were introduced to the Assessment Centre towards the end of recruitment.	
100008	Anthropometry	0	1	This category contains information on the type of body composition measures that were performed, including manual body measures (i.e. waist and hip circumference, height), and whole-body bioimpedance measures (giving segmental estimates of fat percentage, fat mass, fat-free mass and predicted muscle mass).	
100009	Body composition by impedance	0	1	This category contains data on whole-body bio-impedance measures using the Tanita BC418MA body composition analyser (i.e. basal metabolic rate, body type, weight, body fat mass, body fat percentage, fat free mass, water mass, predicted muscle mass and impedance for the right arm, right leg, left arm, left leg and trunk).	
100010	Body size measures	0	1	This category contains data on body composition measures that were taken manually (i.e. standing/sitting height, waist/hip circumference, weight, body mass index, reason for skipping these measurements, if applicable).	
100011	Blood pressure	0	1	This category contains information on blood pressure measurements and pulse rate using the Omron Digital blood pressure monitor. Two blood pressure measurements were performed on each individual, using automated (the default option) or manual devices.	
100012	ECG during exercise	0	1	This category contains data on cardio-respiratory fitness, and involves heart-rate monitoring (using a 4-lead electrocardiograph [ECG]; CAM-USB 6.5, Cardiosoft v6.51) during cycle ergometry on a stationary bike (eBike, Firmware v1.7) with a ramp slope that is adapted to the individual based on age, gender, weight and medical history. ECGs were recorded pre-test (15 seconds), during activity (6 minutes) and in recovery (1 minute). The participant's risk category was first calculated to determine what level of activity they should perform or have only a resting ECG performed. The percentage levels of effort during activity were then determined according to their risk category, and their maximum workload was calculated according to age, height, weight, resting heart rate and sex. These measures were introduced to the Assessment Centre towards the end of recruitment. <p> Please note that the ecg/fitness data fields have not yet been summarised into a form suitable for non-specialists and require expert knowledge for analysis. Derived summary variables will be incorporated into the resource when this work is complete.	
100013	Eye measures	0	1	This category contains data on whether both eyes are present and whether they are any contra-indications for the eye measurements, along with a range of measures of eye function, subdivided into categories of: visual acuity, refractive error, intraocular pressure/corneal biomechanics, and optical coherence tomography. These measures were introduced to the Assessment Centre towards the end of recruitment.	
100014	Autorefraction	0	1	This category contains data on measurements related to the assessment of the participant's eye prescription (refractive error), using a TomeyRC - 5000 device. This category includes data on whether the measurement was made, and the test result for refractometry (Sphere, Cylinder, Axis, Pupil diameter) and keratometry (corneal refraction and astigmatism) for each eye. This measure was added to the assessment visit towards the end of recruitment. <p> Please note that these data fields have not yet been summarised into a form suitable for non-specialists and require expert knowledge for analysis. Derived summary variables will be incorporated into the resource when this work is complete.	
100015	Intraocular pressure	0	1	This category contains data on intraocular pressure, using the Reichert Ocular Response Analyser, which measures the difference in air pressures at which the cornea flattens inwards and outwards using a puff of air. This category includes data on whether the measurement was performed, and data on eye applanation, corneal hysteresis, corneal resistance factor, corneal-resisted intraocular pressure, and an intraocular pressure graph for each eye. This measure was added to the assessment visit towards the end of recruitment.	
