field_id	title	availability	stability	private	value_type	base_type	item_type	strata	instanced	arrayed	sexed	units	main_category	encoding_id	instance_id	instance_min	instance_max	array_min	array_max	notes	debut	version	num_participants	item_count	showcase_order	tier
21016	Fundus retinal eye image (right)	0	0	0	41	0	20	3	1	1	0		100016	0	2	0	1	0	1	The fundus image of the retina of the right eye. Images are stored in PNG-format, approximately 2MB each.	2012-08-28	2017-11-09	85315	88346	110	212
21017	OCT image slices (left)	0	0	0	41	0	20	0	1	1	0		100016	0	2	0	1	0	1	Individual images of OCT slices through left retina in PNG format.	2018-11-08	2018-11-12	84778	87580	120	212
21018	OCT image slices (right)	0	0	0	41	0	20	0	1	1	0		100016	0	2	0	1	0	1	Individual images of OCT slices through right retina in PNG format.	2018-11-08	2018-11-12	85247	88266	130	212
21021	Pulse wave Arterial Stiffness index	0	0	0	31	0	0	3	1	0	0		100007	0	2	0	3	0	0	The time between peaks of the waveform (the peak-to-peak time) is divided into the persons height to obtain the Stiffness Index.  This value was calculated outside the Assessment Centre visit as the participant height was not known until after the stiffness device had been used.	2012-01-10	2021-07-24	206942	234953	0	111
21022	Age at recruitment	0	0	0	11	0	0	3	0	0	0	years	100094	0	0	0	0	0	0	This is a derived variable based on date of birth and date of attending an initial assessment centre and refers to the age of the participant on the day they attended an Initial Assessment Centre, truncated to whole year.	2014-07-15	2014-07-15	502419	502419	0	111
21023	When digestive health questionnaire completed	0	2	0	61	0	0	0	0	0	0		153	0	0	0	0	0	0	Date and time when online digestive health questionnaire completed.	2018-07-12	2018-08-10	174734	174734	0	111
21024	Ever diagnosed with IBS	0	2	0	21	11	0	0	0	0	0		153	502	0	0	0	0	0	Question asked: "Have you ever been diagnosed with IBS?"	2018-07-12	2018-08-10	174734	174734	0	111
21025	Frequency of discomfort/pain in abdomen in last 3 months	0	2	0	21	11	0	0	0	0	0		153	871	0	0	0	0	0	Question asked: "In the last 3 months, how often did you have discomfort or pain anywhere in your abdomen?"	2018-07-12	2018-08-10	174734	174734	0	111
21026	Discomfort/pain occurring only during menstrual bleed	0	2	0	21	11	0	0	0	0	2		153	1022	0	0	0	0	0	Question asked: "Did this discomfort or pain occur only during your menstrual bleeding and not at other times?" <p> Question was asked to female participants (based on responses to question A2 in the Digestive Health questionnaire, not presented) when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	61011	61011	0	111
21027	Abdominal discomfort/pain for 6 months or longer	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "Have you had this discomfort or pain 6 months or longer?" <p> Question was asked when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	93881	93881	0	111
21028	Frequency of discomfort/pain getting better or stopping after a bowel movement	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "How often did this discomfort or pain get better or stop after you had a bowel movement?" <p> Question was asked when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	93881	93881	0	111
21029	More frequent bowel movements when abdominal discomfort/pain started	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "When this discomfort or pain started, did you have more frequent bowel movements?" <p> Question was asked when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	93881	93881	0	111
21030	Less frequent bowel movements when abdominal discomfort/pain started	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "When this discomfort or pain started, did you have less frequent bowel movements?" <p> Question was asked when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	93881	93881	0	111
21031	Stools looser when abdominal discomfort/pain started	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "When this discomfort or pain started, were your stools (bowel movements) looser?" <p> Question was asked when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	93881	93881	0	111
21032	Frequency of harder stools when abdominal discomfort/pain started	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "When this discomfort or pain started, how often did you have harder stools?" <p> Question was asked when ~F21025~ was neither "Never" nor "Prefer not to answer".	2018-07-12	2018-08-10	93881	93881	0	111
21033	Frequency of hard/lumpy stools in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "In the last 3 months, how often did you have hard or lumpy stools?"	2018-07-12	2018-08-10	174734	174734	0	111
21034	Frequency of loose/mushy/watery stools in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	950	0	0	0	0	0	Question asked: "In the last 3 months, how often did you have loose, mushy or watery stools?"	2018-07-12	2018-08-10	174734	174734	0	111
21035	Currently (in last 3 months) suffer from abdominal pain	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "Do you currently (in the last 3 months) suffer from abdominal (tummy) pain?"	2018-07-12	2018-08-10	174734	174734	0	111
21036	Severity of current abdominal pain	0	2	0	21	11	0	0	0	0	0		153	408	0	0	0	0	0	Question asked: "How severe is your abdominal pain?" <p> Participants were asked to move the slider to choose a number from 0 to 10, with 0 meaning "no pain" and 10 meaning "very severe". Participants using an older browser were asked to select a button from 0 to 10. <p> Question asked if ~F21035~ was "Yes".	2018-07-12	2018-08-10	50607	50607	0	111
21037	Number of days (out of 10) with abdominal pain	0	2	0	21	11	0	0	0	0	0		153	913	0	0	0	0	0	Question asked: "Please move the slider to select the number of times that you get the pain every 10 days. For example, if you choose 4 it means that you get pain 4 out of 10 days. If you get pain every day enter 10." <p> Participants using an older browser were asked to select a button from 0 to 10. <p> Question asked if ~F21035~ was "Yes".	2018-07-13	2018-09-10	50607	50607	0	111
21038	Currently suffer from abdominal distension	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "Do you currently suffer from abdominal distension? (bloating, swollen or tight tummy) Women please ignore distension related to your period."	2018-07-13	2018-08-10	174734	174734	0	111
21039	Severity of current abdominal distension/tightness	0	2	0	21	11	0	0	0	0	0		153	620	0	0	0	0	0	Question asked: "How severe is your abdominal distension/tightness?" <p> Participants were asked to move a slider to choose a number from 0 to 10, with 0 meaning "no distension" and 10 meaning "very severe". Participants using an older browser were asked to select a button from 0 to 10.	2018-07-13	2018-09-10	40658	40658	0	111
21040	Satisfaction with bowel habits	0	2	0	21	11	0	0	0	0	0		153	616	0	0	0	0	0	Question asked: "How happy/satisfied are you with your bowel habits?" <p> Participants were asked to move a slider to choose a number from 0 to 10, with 0 meaning "very happy" and 10 meaning "very unhappy". Participants using an older browser were asked to select a button from 0 to 10.	2018-07-13	2018-09-10	174734	174734	0	111
21041	Degree to which abdominal pain/discomfort/altered bowel habits affect/interfere with life in general	0	2	0	21	11	0	0	0	0	0		153	548	0	0	0	0	0	Question asked: "Please indicate how much abdominal pain or discomfort or altered bowel habits are affecting or interfering with your life in general." <p> Participants were asked to move a slider to choose a number between 0 to 10, with 0 meaning "not at all" and 10 meaning "completely". Participants using an older browser were asked to select a button from 0 to 10.	2018-07-13	2018-09-10	174734	174734	0	111
21042	Greatest number of times bowels opened per day	0	2	0	11	0	0	0	0	0	0	times/day	153	584	0	0	0	0	0	Question asked: "What is the greatest number of times you open your bowels per day?" <p> Values entered here were restricted to the range 1 to 40.	2018-07-13	2018-08-10	174734	174734	0	111
21043	Least number of times bowels opened per week	0	2	0	11	0	0	0	0	0	0	times/week	153	584	0	0	0	0	0	Question asked: "What is the least number of times you open your bowels per week?" <p> Values entered here were restricted to the range 0 to 150.	2018-07-13	2018-08-10	174734	174734	0	111
21044	Average number of times bowels opened per day	0	2	0	11	0	0	0	0	0	0	times/day	153	584	0	0	0	0	0	Question asked: "What is the average number of times you open your bowels per day?" <p> Values entered here were restricted to the range 0 to 20.	2018-07-13	2018-08-10	174734	174734	0	111
21045	Number of weeks absent from work due to IBS, in the last year	0	2	0	11	0	0	0	0	0	0	weeks	153	957	0	0	0	0	0	Question asked: "In the last year approximately how many weeks were you absent from work due to IBS?" <p> Participants were asked to answer 0 if they had IBS but it did not prevent them from going to work.	2018-07-13	2018-09-10	21355	21355	0	111
21046	When gave up work due to IBS	0	2	0	51	0	0	0	0	0	0		153	586	0	0	0	0	0	Question asked when the participant had given up work due to IBS. <p> The reported month and year have been converted into a date with the date in the month given as the 1st. For participants who provided the year only (i.e. without a month) a value of 1st July was used. <p> Question asked if ~F21024~ was "Yes" and ~F21045~ was "Given up work because of IBS".	2018-07-13	2018-08-10	150	150	0	111
21047	Number of weeks (in the last year) at work suffering because of IBS	0	2	0	11	0	0	0	0	0	0	weeks	153	42	0	0	0	0	0	Question asked how many weeks (in the last year) the participant was at work suffering because of IBS. <p> <ul> <li>Participants where instructed to enter 0 if IBS did not affect them at work in the last year</li> <li>Participants were instructed to enter 52 if IBS affects them at work all the time.</li> </ul> Question asked if ~F21024~ was "Yes" and ~F21045~ was neither "Given up work because of IBS" nor "Do not work".	2018-07-13	2018-08-10	8364	8364	0	111
21048	Degree bothered by back pain in the past 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by back pain?"	2018-07-13	2018-08-10	174734	174734	0	111
21049	Degree bothered by pain in arms/legs/joints in the past 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by pain in your arms, legs or joints (knees, hips etc)?"	2018-07-13	2018-08-10	174734	174734	0	111
21050	Degree bothered by menstrual cramps or other problems with period in the last 3 months	0	2	0	21	11	0	0	0	0	2		153	1018	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by menstrual cramps or other problems with your periods?" <p> This question was asked to women only.	2018-07-13	2018-08-10	99266	99266	0	111
21051	Degree bothered by headaches in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by headaches?"	2018-07-13	2018-08-10	174734	174734	0	111
21052	Degree bothered by chest pain in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by chest pain?"	2018-07-13	2018-08-10	174734	174734	0	111
21053	Degree bothered by dizziness in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by dizziness?"	2018-07-13	2018-08-10	174734	174734	0	111
21054	Degree bothered by fainting spells in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by fainting spells?"	2018-07-13	2018-08-10	174734	174734	0	111
21055	Degree bothered by feeling heart pound/race in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by feeling your heart pound or race?"	2018-07-13	2018-08-10	174734	174734	0	111
21056	Degree bothered by shortness of breath in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by shortness of breath?"	2018-07-13	2018-08-10	174734	174734	0	111
21057	Degree bothered by pain/problems during intercourse in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	1018	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by pain or problems during intercourse?"	2018-07-13	2018-08-10	174734	174734	0	111
21058	Degree bothered by urinary frequency/bladder irritability in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by urinary frequency or bladder irritability?"	2018-07-13	2018-08-10	174734	174734	0	111
21059	Degree bothered by nausea in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by nausea?"	2018-07-13	2018-08-10	174734	174734	0	111
21060	Degree bothered by feeling tired all the time in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by feeling tired all the time or having low energy?"	2018-07-13	2018-08-10	174734	174734	0	111
21061	Degree bothered by trouble sleeping in the last 3 months	0	2	0	21	11	0	0	0	0	0		153	339	0	0	0	0	0	Question asked: "During the past 3 months, how much have you been bothered by trouble sleeping?"	2018-07-13	2018-08-10	174734	174734	0	111
21062	Ever been offered/sought treatment for anxiety	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "Have you ever been offered or sought treatment for anxiety?"	2018-07-13	2018-08-10	174734	174734	0	111
21063	Ever been offered/sought treatment for depression	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "Have you ever been offered or sought treatment for depression?"	2018-07-13	2018-08-10	174734	174734	0	111
21064	Sensitive stomach	0	2	0	21	11	0	0	0	0	0		153	502	0	0	0	0	0	Question asked: "Do you have a sensitive stomach?"	2018-07-13	2018-08-10	174734	174734	0	111
21065	Family history of IBS	0	2	0	21	11	0	0	0	0	0		153	502	0	0	0	0	0	Question asked: "Do you have a family history of IBS in your parents/siblings/children?"	2018-07-13	2018-08-10	174734	174734	0	111
21066	Born by caesarian section	0	2	0	21	11	0	0	0	0	0		153	502	0	0	0	0	0	Question asked: "Were you born by caesarian section?"	2018-07-13	2018-08-10	174734	174734	0	111
21067	Long-term/recurrent antibiotics as child or teenager	0	2	0	21	11	0	0	0	0	0		153	502	0	0	0	0	0	Question asked: "During childhood or as a teenager did you receive long-term or recurrent courses (3 or more per year) of antibiotics (for example for tonsillitis or acne)?"	2018-07-13	2018-08-10	174734	174734	0	111
21068	Diagnosed with coeliac disease or gluten sensitivity	0	2	0	21	11	0	0	0	0	0		153	502	0	0	0	0	0	Question asked: "Have you been diagnosed with coeliac disease/gluten sensitivity?"	2018-07-13	2018-08-10	174734	174734	0	111
21069	Method of coeliac disease/gluten sensitivity diagnosis	0	2	0	21	11	0	0	0	0	0		153	1862	0	0	0	0	0	Question asked: "When you were diagnosed with coeliac disease/gluten sensitivity, was this" and user was presented with the options listed in ~C1862~. <p> Question asked if ~F21068~ was "Yes".	2018-07-13	2018-08-10	3262	3262	0	111
21070	Speed of onset of IBS symptoms	0	2	0	21	11	0	0	0	0	0		153	2730	0	0	0	0	0	Question asked: "Did your IBS symptoms start suddenly, over one or a few days, or did they come on gradually?" <p> Question asked if ~F21024~ was "Yes".	2018-07-13	2018-08-10	21355	21355	0	111
21071	Infectious illness diagnosis status when IBS symptoms first began	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "When your IBS symptoms first began (or up to two weeks before), were you diagnosed with an infectious illness ('tummy bug')?" <p> Question asked if ~F21024~ was "Yes".	2018-07-13	2018-08-10	21355	21355	0	111
21072	Infection diagnosed alongside IBS when IBS symptoms began	0	2	0	21	11	0	0	0	0	0		153	7310	0	0	0	0	0	Question asked the participant to select the infection they had had prior to IBS from a list in ~C7310~. <p> Question asked if both ~F21024~ was "Yes" and ~F21071~ was "Yes".	2018-07-13	2018-08-10	2116	2116	0	111
21073	Fever when IBS symptoms first began	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "When your IBS symptoms first began (or up to two weeks before), did you have a fever?" <p> Question asked if ~F21024~ was "Yes".	2018-07-13	2018-08-10	21355	21355	0	111
21074	Diarrhoea when IBS symptoms first began	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "When your IBS symptoms first began (or up to two weeks before), did you have diarrhoea?" <p> Question asked if ~F21024~ was "Yes".	2018-07-13	2018-08-10	21355	21355	0	111
21075	Bloody diarrhoea when IBS symptoms first began	0	2	0	21	11	0	0	0	0	0		153	1021	0	0	0	0	0	Question asked: "When your IBS symptoms first began (or up to two weeks before), did you have bloody diarrhoea?" <p> Question asked if both ~F21024~ was "Yes" and ~F21074~ was "Yes".	2018-07-13	2018-08-10	10740	10740	0	111
21076	Vomiting when IBS symptoms first began	0	2	0	21	11	0	0	0	0	0		153	503	0	0	0	0	0	Question asked: "When your IBS symptoms first began (or up to two weeks before), did you have vomiting?" <p> Question asked if ~F21024~ was "Yes".	2018-07-13	2018-08-10	21355	21355	0	111
21611	Reception duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Reception duration	2019-04-10	2021-10-23	18681	19389	0	111
21621	Consent duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Consent duration	2019-04-10	2021-10-23	18677	19385	0	111
21622	Touchscreen duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Touchscreen duration	2019-04-10	2021-10-23	18571	19269	0	111
21623	Touchscreen cognitive duration (pilot)	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	0	0	0	0	Touchscreen cognitive duration (pilot)	2019-04-10	2000-01-01	-1	-1	0	111
21625	Touchscreen cognitive duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Touchscreen cognitive duration	2019-04-10	2021-10-23	17897	18539	0	111
21631	Verbal interview duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Verbal interview duration	2019-04-10	2021-10-23	15866	16416	0	111
21632	Pilot Spirometry duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	0	0	0	0	Pilot Spirometry duration	2019-04-10	2000-01-01	-1	-1	0	111
21633	Measurement/Impedance duration (pilot)	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	0	0	0	0	Measurement/Impedance duration (pilot)	2019-04-10	2000-01-01	-1	-1	0	111
21634	Biometrics duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Biometrics duration	2019-04-10	2021-10-23	18020	18680	0	111
21636	Eye measures duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	0	0	0	0	Eye measures duration	2019-04-10	2000-01-01	-1	-1	0	111
21638	ECG during exercise duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	0	0	0	0	ECG during exercise duration	2019-04-10	2000-01-01	-1	-1	0	111
21641	Urine collection duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	0	0	0	0	Urine collection duration	2019-04-10	2000-01-01	-1	-1	0	111
21642	Sample collection duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Sample collection duration	2019-04-10	2021-10-23	18208	18884	0	111
21651	Conclusion duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Conclusion duration	2019-04-10	2021-10-23	18669	19377	0	111
21661	Imaging screening duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Imaging screening duration	2019-04-10	2021-10-23	18675	19383	0	111
21662	Brain MRI duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Brain MRI duration	2019-04-10	2021-10-23	18457	19160	0	111
21663	Chest MRI duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Chest MRI duration	2019-04-10	2021-10-23	18465	19168	0	111
21664	DXA assessment duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	DXA assessment duration	2019-04-10	2021-10-23	18599	19302	0	111
21665	Carotid ultrasound duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Carotid ultrasound duration	2019-04-10	2021-10-23	18633	19337	0	111
21666	ECG at rest duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	ECG at rest duration	2019-04-10	2021-10-23	18618	19322	0	111
21671	Cardiac monitor duration	0	2	0	11	0	0	0	1	0	0	seconds	152	0	2	2	3	0	0	Cardiac monitor duration	2019-04-10	2021-10-23	11147	11472	0	111
21711	Reception authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	502318	575443	0	111
21721	Consent authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	502419	555206	0	111
21722	Touchscreen authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	501488	574219	0	111
21723	Touchscreen cognitive authorisation (pilot)	0	2	0	21	11	0	2	1	0	0		127	123	2	0	0	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2018-01-11	3713	3713	0	111
21725	Touchscreen cognitive authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	34918	37950	0	111
21731	Verbal interview authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	501572	568698	0	111
21732	Pilot Spirometry authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	0	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2018-01-11	3735	3735	0	111
21733	Measurement/Impedance authorisation (pilot)	0	2	0	21	11	0	2	1	0	0		127	123	2	0	0	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2018-01-11	3745	3745	0	111
21734	Biometrics authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	497894	568577	0	111
21736	Eye measures authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	1	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2018-01-12	133905	138173	0	111
21738	ECG during exercise authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	1	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2018-01-12	96534	99505	0	111
21741	Urine collection authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	0	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2018-01-11	3710	3710	0	111
21742	Sample collection authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	501243	573551	0	111
21751	Conclusion authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	0	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	501753	574811	0	111
21761	Imaging screening authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	48982	52777	0	111
21762	Brain MRI authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	48154	51943	0	111
21763	Chest MRI authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	48206	51990	0	111
21764	DXA assessment authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	48794	52579	0	111
21765	Carotid ultrasound authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	48783	52547	0	111
21766	ECG at rest authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	48666	52305	0	111
21771	Cardiac monitor authorisation	0	2	0	21	11	0	2	1	0	0		127	123	2	2	3	0	0	This indicates which UK Biobank staff member signed off a stage as having been completed correctly.<p>The original staff usernames have been pseudonyised by replacing them with arbitrary integers.	2018-01-10	2021-04-26	22453	24179	0	111
21811	Reception sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	3	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2021-10-23	502318	577300	0	111
21821	Consent sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	3	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2021-10-23	502419	557063	0	111
21822	Touchscreen sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	3	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2021-10-23	501488	576051	0	111
21823	Touchscreen cognitive sign-off timestamp (pilot)	0	2	0	61	0	0	2	1	0	0		129	0	2	0	0	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2018-01-11	3713	3713	0	111
21825	Touchscreen cognitive sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	2	3	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2021-10-23	35609	39654	0	111
21831	Verbal nterview sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	3	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2021-10-23	501572	570516	0	111
21832	Pilot Spirometry sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	0	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2018-01-11	3735	3735	0	111
21833	Measurement/Impedance sign-off timestamp (pilot)	0	2	0	61	0	0	2	1	0	0		129	0	2	0	0	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2018-01-11	3745	3745	0	111
21834	Biometrics sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	3	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2021-10-23	497899	570419	0	111
21836	Eye measures sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	1	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2018-01-11	133905	138173	0	111
21838	ECG during exercise sign-off timestamp	0	2	0	61	0	0	2	1	0	0		129	0	2	0	1	0	0	Time when a UK Biobank staff member signed off a stage as having been completed correctly.	2018-01-10	2018-01-11	96534	99505	0	111
